state,district,date,sex,age,ethnicity,population
Melaka,Melaka Tengah,2021,both,65-69,chinese,7600
Melaka,Melaka Tengah,2021,both,65-69,indian,700
Melaka,Melaka Tengah,2021,both,65-69,other_citizen,100
Melaka,Melaka Tengah,2021,both,65-69,other_noncitizen,100
Melaka,Melaka Tengah,2021,both,70-74,overall,10500
Melaka,Melaka Tengah,2021,both,70-74,bumi_malay,4400
Melaka,Melaka Tengah,2021,both,70-74,bumi_other,0
Melaka,Melaka Tengah,2021,both,70-74,chinese,5400
Melaka,Melaka Tengah,2021,both,70-74,indian,500
Melaka,Melaka Tengah,2021,both,70-74,other_citizen,100
Melaka,Melaka Tengah,2021,both,70-74,other_noncitizen,100
Melaka,Melaka Tengah,2021,both,75-79,overall,5500
Melaka,Melaka Tengah,2021,both,75-79,bumi_malay,2100
Melaka,Melaka Tengah,2021,both,75-79,bumi_other,0
Melaka,Melaka Tengah,2021,both,75-79,chinese,3000
Melaka,Melaka Tengah,2021,both,75-79,indian,200
Melaka,Melaka Tengah,2021,both,75-79,other_citizen,100
Melaka,Melaka Tengah,2021,both,75-79,other_noncitizen,0
Melaka,Melaka Tengah,2021,both,80-84,overall,3100
Melaka,Melaka Tengah,2021,both,80-84,bumi_malay,1000
Melaka,Melaka Tengah,2021,both,80-84,bumi_other,0
Melaka,Melaka Tengah,2021,both,80-84,chinese,1900
Melaka,Melaka Tengah,2021,both,80-84,indian,100
Melaka,Melaka Tengah,2021,both,80-84,other_citizen,0
Melaka,Melaka Tengah,2021,both,80-84,other_noncitizen,0
Melaka,Melaka Tengah,2021,both,85+,overall,1700
Melaka,Melaka Tengah,2021,both,85+,bumi_malay,500
Melaka,Melaka Tengah,2021,both,85+,bumi_other,0
Melaka,Melaka Tengah,2021,both,85+,chinese,1000
Melaka,Melaka Tengah,2021,both,85+,indian,100
Melaka,Melaka Tengah,2021,both,85+,other_citizen,0
Melaka,Melaka Tengah,2021,both,85+,other_noncitizen,0
Melaka,Melaka Tengah,2021,female,overall,overall,284300
Melaka,Melaka Tengah,2021,female,overall,bumi_malay,179200
Melaka,Melaka Tengah,2021,female,overall,bumi_other,2900
Melaka,Melaka Tengah,2021,female,overall,chinese,81300
Melaka,Melaka Tengah,2021,female,overall,indian,10900
Melaka,Melaka Tengah,2021,female,overall,other_citizen,1900
Melaka,Melaka Tengah,2021,female,overall,other_noncitizen,8200
Melaka,Melaka Tengah,2021,female,0-4,overall,27400
Melaka,Melaka Tengah,2021,female,0-4,bumi_malay,20000
Melaka,Melaka Tengah,2021,female,0-4,bumi_other,400
Melaka,Melaka Tengah,2021,female,0-4,chinese,5700
Melaka,Melaka Tengah,2021,female,0-4,indian,1100
Melaka,Melaka Tengah,2021,female,0-4,other_citizen,100
Melaka,Melaka Tengah,2021,female,0-4,other_noncitizen,100
Melaka,Melaka Tengah,2021,female,5-9,overall,27800
Melaka,Melaka Tengah,2021,female,5-9,bumi_malay,20700
Melaka,Melaka Tengah,2021,female,5-9,bumi_other,400
Melaka,Melaka Tengah,2021,female,5-9,chinese,5800
Melaka,Melaka Tengah,2021,female,5-9,indian,800
Melaka,Melaka Tengah,2021,female,5-9,other_citizen,100
Melaka,Melaka Tengah,2021,female,5-9,other_noncitizen,100
Melaka,Melaka Tengah,2021,female,10-14,overall,19900
Melaka,Melaka Tengah,2021,female,10-14,bumi_malay,13600
Melaka,Melaka Tengah,2021,female,10-14,bumi_other,300
Melaka,Melaka Tengah,2021,female,10-14,chinese,5000
Melaka,Melaka Tengah,2021,female,10-14,indian,800
Melaka,Melaka Tengah,2021,female,10-14,other_citizen,100
Melaka,Melaka Tengah,2021,female,10-14,other_noncitizen,0
Melaka,Melaka Tengah,2021,female,15-19,overall,25200
Melaka,Melaka Tengah,2021,female,15-19,bumi_malay,17500
Melaka,Melaka Tengah,2021,female,15-19,bumi_other,100
Melaka,Melaka Tengah,2021,female,15-19,chinese,6300
Melaka,Melaka Tengah,2021,female,15-19,indian,1000
Melaka,Melaka Tengah,2021,female,15-19,other_citizen,100
Melaka,Melaka Tengah,2021,female,15-19,other_noncitizen,100
Melaka,Melaka Tengah,2021,female,20-24,overall,20000
Melaka,Melaka Tengah,2021,female,20-24,bumi_malay,13100
Melaka,Melaka Tengah,2021,female,20-24,bumi_other,200
Melaka,Melaka Tengah,2021,female,20-24,chinese,4600
Melaka,Melaka Tengah,2021,female,20-24,indian,900
Melaka,Melaka Tengah,2021,female,20-24,other_citizen,200
Melaka,Melaka Tengah,2021,female,20-24,other_noncitizen,1100
Melaka,Melaka Tengah,2021,female,25-29,overall,25600
Melaka,Melaka Tengah,2021,female,25-29,bumi_malay,17400
Melaka,Melaka Tengah,2021,female,25-29,bumi_other,300
Melaka,Melaka Tengah,2021,female,25-29,chinese,5800
Melaka,Melaka Tengah,2021,female,25-29,indian,900
Melaka,Melaka Tengah,2021,female,25-29,other_citizen,100
Melaka,Melaka Tengah,2021,female,25-29,other_noncitizen,1100
Melaka,Melaka Tengah,2021,female,30-34,overall,24300
Melaka,Melaka Tengah,2021,female,30-34,bumi_malay,13500
Melaka,Melaka Tengah,2021,female,30-34,bumi_other,400
Melaka,Melaka Tengah,2021,female,30-34,chinese,5900
Melaka,Melaka Tengah,2021,female,30-34,indian,800
Melaka,Melaka Tengah,2021,female,30-34,other_citizen,200
Melaka,Melaka Tengah,2021,female,30-34,other_noncitizen,3500
Melaka,Melaka Tengah,2021,female,35-39,overall,21300
Melaka,Melaka Tengah,2021,female,35-39,bumi_malay,13500
Melaka,Melaka Tengah,2021,female,35-39,bumi_other,300
Melaka,Melaka Tengah,2021,female,35-39,chinese,5700
Melaka,Melaka Tengah,2021,female,35-39,indian,700
Melaka,Melaka Tengah,2021,female,35-39,other_citizen,200
Melaka,Melaka Tengah,2021,female,35-39,other_noncitizen,800
Melaka,Melaka Tengah,2021,female,40-44,overall,21400
Melaka,Melaka Tengah,2021,female,40-44,bumi_malay,13200
Melaka,Melaka Tengah,2021,female,40-44,bumi_other,100
Melaka,Melaka Tengah,2021,female,40-44,chinese,6400
Melaka,Melaka Tengah,2021,female,40-44,indian,800
Melaka,Melaka Tengah,2021,female,40-44,other_citizen,200
Melaka,Melaka Tengah,2021,female,40-44,other_noncitizen,600
Melaka,Melaka Tengah,2021,female,45-49,overall,16800
Melaka,Melaka Tengah,2021,female,45-49,bumi_malay,9500
Melaka,Melaka Tengah,2021,female,45-49,bumi_other,100
Melaka,Melaka Tengah,2021,female,45-49,chinese,6000
Melaka,Melaka Tengah,2021,female,45-49,indian,700
Melaka,Melaka Tengah,2021,female,45-49,other_citizen,100
Melaka,Melaka Tengah,2021,female,45-49,other_noncitizen,400
Melaka,Melaka Tengah,2021,female,50-54,overall,12100
Melaka,Melaka Tengah,2021,female,50-54,bumi_malay,6600
Melaka,Melaka Tengah,2021,female,50-54,bumi_other,100
Melaka,Melaka Tengah,2021,female,50-54,chinese,4600
Melaka,Melaka Tengah,2021,female,50-54,indian,500
Melaka,Melaka Tengah,2021,female,50-54,other_citizen,100
Melaka,Melaka Tengah,2021,female,50-54,other_noncitizen,200
Melaka,Melaka Tengah,2021,female,55-59,overall,12600
Melaka,Melaka Tengah,2021,female,55-59,bumi_malay,6700
Melaka,Melaka Tengah,2021,female,55-59,bumi_other,100
Melaka,Melaka Tengah,2021,female,55-59,chinese,5100
Melaka,Melaka Tengah,2021,female,55-59,indian,500
Melaka,Melaka Tengah,2021,female,55-59,other_citizen,100
Melaka,Melaka Tengah,2021,female,55-59,other_noncitizen,100
Melaka,Melaka Tengah,2021,female,60-64,overall,10700
Melaka,Melaka Tengah,2021,female,60-64,bumi_malay,5500
Melaka,Melaka Tengah,2021,female,60-64,bumi_other,0
Melaka,Melaka Tengah,2021,female,60-64,chinese,4600
Melaka,Melaka Tengah,2021,female,60-64,indian,500
Melaka,Melaka Tengah,2021,female,60-64,other_citizen,100
Melaka,Melaka Tengah,2021,female,60-64,other_noncitizen,100
Melaka,Melaka Tengah,2021,female,65-69,overall,8500
Melaka,Melaka Tengah,2021,female,65-69,bumi_malay,4000
Melaka,Melaka Tengah,2021,female,65-69,bumi_other,0
Melaka,Melaka Tengah,2021,female,65-69,chinese,3900
Melaka,Melaka Tengah,2021,female,65-69,indian,400
Melaka,Melaka Tengah,2021,female,65-69,other_citizen,100
Melaka,Melaka Tengah,2021,female,65-69,other_noncitizen,0
Melaka,Melaka Tengah,2021,female,70-74,overall,5300
Melaka,Melaka Tengah,2021,female,70-74,bumi_malay,2300
Melaka,Melaka Tengah,2021,female,70-74,bumi_other,0
Melaka,Melaka Tengah,2021,female,70-74,chinese,2700
Melaka,Melaka Tengah,2021,female,70-74,indian,200
Melaka,Melaka Tengah,2021,female,70-74,other_citizen,100
Melaka,Melaka Tengah,2021,female,70-74,other_noncitizen,0
Melaka,Melaka Tengah,2021,female,75-79,overall,2800
Melaka,Melaka Tengah,2021,female,75-79,bumi_malay,1100
Melaka,Melaka Tengah,2021,female,75-79,bumi_other,0
Melaka,Melaka Tengah,2021,female,75-79,chinese,1600
Melaka,Melaka Tengah,2021,female,75-79,indian,100
Melaka,Melaka Tengah,2021,female,75-79,other_citizen,0
Melaka,Melaka Tengah,2021,female,75-79,other_noncitizen,0
Melaka,Melaka Tengah,2021,female,80-84,overall,1700
Melaka,Melaka Tengah,2021,female,80-84,bumi_malay,600
Melaka,Melaka Tengah,2021,female,80-84,bumi_other,0
Melaka,Melaka Tengah,2021,female,80-84,chinese,1100
Melaka,Melaka Tengah,2021,female,80-84,indian,100
Melaka,Melaka Tengah,2021,female,80-84,other_citizen,0
Melaka,Melaka Tengah,2021,female,80-84,other_noncitizen,0
Melaka,Melaka Tengah,2021,female,85+,overall,1000
Melaka,Melaka Tengah,2021,female,85+,bumi_malay,300
Melaka,Melaka Tengah,2021,female,85+,bumi_other,0
Melaka,Melaka Tengah,2021,female,85+,chinese,600
Melaka,Melaka Tengah,2021,female,85+,indian,0
Melaka,Melaka Tengah,2021,female,85+,other_citizen,0
Melaka,Melaka Tengah,2021,female,85+,other_noncitizen,0
Melaka,Melaka Tengah,2021,male,overall,overall,313300
Melaka,Melaka Tengah,2021,male,overall,bumi_malay,186400
Melaka,Melaka Tengah,2021,male,overall,bumi_other,3000
Melaka,Melaka Tengah,2021,male,overall,chinese,82900
Melaka,Melaka Tengah,2021,male,overall,indian,11200
Melaka,Melaka Tengah,2021,male,overall,other_citizen,2100
Melaka,Melaka Tengah,2021,male,overall,other_noncitizen,27700
Melaka,Melaka Tengah,2021,male,0-4,overall,28700
Melaka,Melaka Tengah,2021,male,0-4,bumi_malay,21300
Melaka,Melaka Tengah,2021,male,0-4,bumi_other,300
Melaka,Melaka Tengah,2021,male,0-4,chinese,5800
Melaka,Melaka Tengah,2021,male,0-4,indian,1000
Melaka,Melaka Tengah,2021,male,0-4,other_citizen,200
Melaka,Melaka Tengah,2021,male,0-4,other_noncitizen,100
Melaka,Melaka Tengah,2021,male,5-9,overall,29800
Melaka,Melaka Tengah,2021,male,5-9,bumi_malay,22000
Melaka,Melaka Tengah,2021,male,5-9,bumi_other,400
Melaka,Melaka Tengah,2021,male,5-9,chinese,6300
Melaka,Melaka Tengah,2021,male,5-9,indian,800
Melaka,Melaka Tengah,2021,male,5-9,other_citizen,100
Melaka,Melaka Tengah,2021,male,5-9,other_noncitizen,100
Melaka,Melaka Tengah,2021,male,10-14,overall,22000
Melaka,Melaka Tengah,2021,male,10-14,bumi_malay,15100
Melaka,Melaka Tengah,2021,male,10-14,bumi_other,300
Melaka,Melaka Tengah,2021,male,10-14,chinese,5500
Melaka,Melaka Tengah,2021,male,10-14,indian,900
Melaka,Melaka Tengah,2021,male,10-14,other_citizen,100
Melaka,Melaka Tengah,2021,male,10-14,other_noncitizen,100
Melaka,Melaka Tengah,2021,male,15-19,overall,28300
Melaka,Melaka Tengah,2021,male,15-19,bumi_malay,19500
Melaka,Melaka Tengah,2021,male,15-19,bumi_other,100
Melaka,Melaka Tengah,2021,male,15-19,chinese,7200
Melaka,Melaka Tengah,2021,male,15-19,indian,1100
Melaka,Melaka Tengah,2021,male,15-19,other_citizen,100
Melaka,Melaka Tengah,2021,male,15-19,other_noncitizen,200
Melaka,Melaka Tengah,2021,male,20-24,overall,26100
Melaka,Melaka Tengah,2021,male,20-24,bumi_malay,17500
Melaka,Melaka Tengah,2021,male,20-24,bumi_other,300
Melaka,Melaka Tengah,2021,male,20-24,chinese,5400
Melaka,Melaka Tengah,2021,male,20-24,indian,1000
Melaka,Melaka Tengah,2021,male,20-24,other_citizen,200
Melaka,Melaka Tengah,2021,male,20-24,other_noncitizen,1600
Melaka,Melaka Tengah,2021,male,25-29,overall,25200
Melaka,Melaka Tengah,2021,male,25-29,bumi_malay,14500
Melaka,Melaka Tengah,2021,male,25-29,bumi_other,400
Melaka,Melaka Tengah,2021,male,25-29,chinese,5900
Melaka,Melaka Tengah,2021,male,25-29,indian,1000
Melaka,Melaka Tengah,2021,male,25-29,other_citizen,300
Melaka,Melaka Tengah,2021,male,25-29,other_noncitizen,3100
Melaka,Melaka Tengah,2021,male,30-34,overall,38600
Melaka,Melaka Tengah,2021,male,30-34,bumi_malay,13800
Melaka,Melaka Tengah,2021,male,30-34,bumi_other,300
Melaka,Melaka Tengah,2021,male,30-34,chinese,6000
Melaka,Melaka Tengah,2021,male,30-34,indian,700
Melaka,Melaka Tengah,2021,male,30-34,other_citizen,300
Melaka,Melaka Tengah,2021,male,30-34,other_noncitizen,17500
Melaka,Melaka Tengah,2021,male,35-39,overall,23600
Melaka,Melaka Tengah,2021,male,35-39,bumi_malay,14500
Melaka,Melaka Tengah,2021,male,35-39,bumi_other,300
Melaka,Melaka Tengah,2021,male,35-39,chinese,5400
Melaka,Melaka Tengah,2021,male,35-39,indian,800
Melaka,Melaka Tengah,2021,male,35-39,other_citizen,200
Melaka,Melaka Tengah,2021,male,35-39,other_noncitizen,2400
Melaka,Melaka Tengah,2021,male,40-44,overall,25400
Melaka,Melaka Tengah,2021,male,40-44,bumi_malay,15000
Melaka,Melaka Tengah,2021,male,40-44,bumi_other,200
Melaka,Melaka Tengah,2021,male,40-44,chinese,7700
Melaka,Melaka Tengah,2021,male,40-44,indian,1000
Melaka,Melaka Tengah,2021,male,40-44,other_citizen,100
Melaka,Melaka Tengah,2021,male,40-44,other_noncitizen,1400
Melaka,Melaka Tengah,2021,male,45-49,overall,13900
Melaka,Melaka Tengah,2021,male,45-49,bumi_malay,7800
Melaka,Melaka Tengah,2021,male,45-49,bumi_other,100
Melaka,Melaka Tengah,2021,male,45-49,chinese,4700
Melaka,Melaka Tengah,2021,male,45-49,indian,600
Melaka,Melaka Tengah,2021,male,45-49,other_citizen,100
Melaka,Melaka Tengah,2021,male,45-49,other_noncitizen,600
Melaka,Melaka Tengah,2021,male,50-54,overall,11500
Melaka,Melaka Tengah,2021,male,50-54,bumi_malay,6400
Melaka,Melaka Tengah,2021,male,50-54,bumi_other,100
Melaka,Melaka Tengah,2021,male,50-54,chinese,4300
Melaka,Melaka Tengah,2021,male,50-54,indian,500
Melaka,Melaka Tengah,2021,male,50-54,other_citizen,100
Melaka,Melaka Tengah,2021,male,50-54,other_noncitizen,300
Melaka,Melaka Tengah,2021,male,55-59,overall,12000
Melaka,Melaka Tengah,2021,male,55-59,bumi_malay,6300
Melaka,Melaka Tengah,2021,male,55-59,bumi_other,0
Melaka,Melaka Tengah,2021,male,55-59,chinese,4900
Melaka,Melaka Tengah,2021,male,55-59,indian,500
Melaka,Melaka Tengah,2021,male,55-59,other_citizen,100
Melaka,Melaka Tengah,2021,male,55-59,other_noncitizen,200
Melaka,Melaka Tengah,2021,male,60-64,overall,10700
Melaka,Melaka Tengah,2021,male,60-64,bumi_malay,5400
Melaka,Melaka Tengah,2021,male,60-64,bumi_other,0
Melaka,Melaka Tengah,2021,male,60-64,chinese,4600
Melaka,Melaka Tengah,2021,male,60-64,indian,500
Melaka,Melaka Tengah,2021,male,60-64,other_citizen,100
Melaka,Melaka Tengah,2021,male,60-64,other_noncitizen,100
Melaka,Melaka Tengah,2021,male,65-69,overall,7700
Melaka,Melaka Tengah,2021,male,65-69,bumi_malay,3500
Melaka,Melaka Tengah,2021,male,65-69,bumi_other,0
Melaka,Melaka Tengah,2021,male,65-69,chinese,3700
Melaka,Melaka Tengah,2021,male,65-69,indian,300
Melaka,Melaka Tengah,2021,male,65-69,other_citizen,100
Melaka,Melaka Tengah,2021,male,65-69,other_noncitizen,100
Melaka,Melaka Tengah,2021,male,70-74,overall,5200
Melaka,Melaka Tengah,2021,male,70-74,bumi_malay,2100
Melaka,Melaka Tengah,2021,male,70-74,bumi_other,0
Melaka,Melaka Tengah,2021,male,70-74,chinese,2700
Melaka,Melaka Tengah,2021,male,70-74,indian,200
Melaka,Melaka Tengah,2021,male,70-74,other_citizen,100
Melaka,Melaka Tengah,2021,male,70-74,other_noncitizen,0
Melaka,Melaka Tengah,2021,male,75-79,overall,2600
Melaka,Melaka Tengah,2021,male,75-79,bumi_malay,1000
Melaka,Melaka Tengah,2021,male,75-79,bumi_other,0
Melaka,Melaka Tengah,2021,male,75-79,chinese,1500
Melaka,Melaka Tengah,2021,male,75-79,indian,100
Melaka,Melaka Tengah,2021,male,75-79,other_citizen,0
Melaka,Melaka Tengah,2021,male,75-79,other_noncitizen,0
Melaka,Melaka Tengah,2021,male,80-84,overall,1300
Melaka,Melaka Tengah,2021,male,80-84,bumi_malay,400
Melaka,Melaka Tengah,2021,male,80-84,bumi_other,0
Melaka,Melaka Tengah,2021,male,80-84,chinese,800
Melaka,Melaka Tengah,2021,male,80-84,indian,100
Melaka,Melaka Tengah,2021,male,80-84,other_citizen,0
Melaka,Melaka Tengah,2021,male,80-84,other_noncitizen,0
Melaka,Melaka Tengah,2021,male,85+,overall,700
Melaka,Melaka Tengah,2021,male,85+,bumi_malay,200
Melaka,Melaka Tengah,2021,male,85+,bumi_other,0
Melaka,Melaka Tengah,2021,male,85+,chinese,400
Melaka,Melaka Tengah,2021,male,85+,indian,0
Melaka,Melaka Tengah,2021,male,85+,other_citizen,0
Melaka,Melaka Tengah,2021,male,85+,other_noncitizen,0
Negeri Sembilan,Jelebu,2021,both,overall,overall,45800
Negeri Sembilan,Jelebu,2021,both,overall,bumi_malay,27500
Negeri Sembilan,Jelebu,2021,both,overall,bumi_other,3600
Negeri Sembilan,Jelebu,2021,both,overall,chinese,10300
Negeri Sembilan,Jelebu,2021,both,overall,indian,1900
Negeri Sembilan,Jelebu,2021,both,overall,other_citizen,200
Negeri Sembilan,Jelebu,2021,both,overall,other_noncitizen,2400
Negeri Sembilan,Jelebu,2021,both,0-4,overall,3700
Negeri Sembilan,Jelebu,2021,both,0-4,bumi_malay,2400
Negeri Sembilan,Jelebu,2021,both,0-4,bumi_other,500
Negeri Sembilan,Jelebu,2021,both,0-4,chinese,700
Negeri Sembilan,Jelebu,2021,both,0-4,indian,100
Negeri Sembilan,Jelebu,2021,both,0-4,other_citizen,0
Negeri Sembilan,Jelebu,2021,both,0-4,other_noncitizen,100
Negeri Sembilan,Jelebu,2021,both,5-9,overall,5400
Negeri Sembilan,Jelebu,2021,both,5-9,bumi_malay,3100
Negeri Sembilan,Jelebu,2021,both,5-9,bumi_other,500
Negeri Sembilan,Jelebu,2021,both,5-9,chinese,1400
Negeri Sembilan,Jelebu,2021,both,5-9,indian,300
Negeri Sembilan,Jelebu,2021,both,5-9,other_citizen,0
Negeri Sembilan,Jelebu,2021,both,5-9,other_noncitizen,100
Negeri Sembilan,Jelebu,2021,both,10-14,overall,4600
Negeri Sembilan,Jelebu,2021,both,10-14,bumi_malay,2900
Negeri Sembilan,Jelebu,2021,both,10-14,bumi_other,500
Negeri Sembilan,Jelebu,2021,both,10-14,chinese,1100
Negeri Sembilan,Jelebu,2021,both,10-14,indian,200
Negeri Sembilan,Jelebu,2021,both,10-14,other_citizen,0
Negeri Sembilan,Jelebu,2021,both,10-14,other_noncitizen,0
Negeri Sembilan,Jelebu,2021,both,15-19,overall,4100
Negeri Sembilan,Jelebu,2021,both,15-19,bumi_malay,2500
Negeri Sembilan,Jelebu,2021,both,15-19,bumi_other,400
Negeri Sembilan,Jelebu,2021,both,15-19,chinese,1000
Negeri Sembilan,Jelebu,2021,both,15-19,indian,200
Negeri Sembilan,Jelebu,2021,both,15-19,other_citizen,0
Negeri Sembilan,Jelebu,2021,both,15-19,other_noncitizen,100
Negeri Sembilan,Jelebu,2021,both,20-24,overall,2400
Negeri Sembilan,Jelebu,2021,both,20-24,bumi_malay,1400
Negeri Sembilan,Jelebu,2021,both,20-24,bumi_other,300
Negeri Sembilan,Jelebu,2021,both,20-24,chinese,400
Negeri Sembilan,Jelebu,2021,both,20-24,indian,100
Negeri Sembilan,Jelebu,2021,both,20-24,other_citizen,0
Negeri Sembilan,Jelebu,2021,both,20-24,other_noncitizen,200
Negeri Sembilan,Jelebu,2021,both,25-29,overall,2600
Negeri Sembilan,Jelebu,2021,both,25-29,bumi_malay,1500
Negeri Sembilan,Jelebu,2021,both,25-29,bumi_other,300
Negeri Sembilan,Jelebu,2021,both,25-29,chinese,300
Negeri Sembilan,Jelebu,2021,both,25-29,indian,100
Negeri Sembilan,Jelebu,2021,both,25-29,other_citizen,0
Negeri Sembilan,Jelebu,2021,both,25-29,other_noncitizen,500
Negeri Sembilan,Jelebu,2021,both,30-34,overall,3100
Negeri Sembilan,Jelebu,2021,both,30-34,bumi_malay,2000
Negeri Sembilan,Jelebu,2021,both,30-34,bumi_other,200
Negeri Sembilan,Jelebu,2021,both,30-34,chinese,400
Negeri Sembilan,Jelebu,2021,both,30-34,indian,100
Negeri Sembilan,Jelebu,2021,both,30-34,other_citizen,0
Negeri Sembilan,Jelebu,2021,both,30-34,other_noncitizen,400
Negeri Sembilan,Jelebu,2021,both,35-39,overall,3400
Negeri Sembilan,Jelebu,2021,both,35-39,bumi_malay,1800
Negeri Sembilan,Jelebu,2021,both,35-39,bumi_other,200
Negeri Sembilan,Jelebu,2021,both,35-39,chinese,700
Negeri Sembilan,Jelebu,2021,both,35-39,indian,200
Negeri Sembilan,Jelebu,2021,both,35-39,other_citizen,0
Negeri Sembilan,Jelebu,2021,both,35-39,other_noncitizen,500
Negeri Sembilan,Jelebu,2021,both,40-44,overall,2800
Negeri Sembilan,Jelebu,2021,both,40-44,bumi_malay,1700
Negeri Sembilan,Jelebu,2021,both,40-44,bumi_other,200
Negeri Sembilan,Jelebu,2021,both,40-44,chinese,500
Negeri Sembilan,Jelebu,2021,both,40-44,indian,100
Negeri Sembilan,Jelebu,2021,both,40-44,other_citizen,0
Negeri Sembilan,Jelebu,2021,both,40-44,other_noncitizen,300
Negeri Sembilan,Jelebu,2021,both,45-49,overall,2200
Negeri Sembilan,Jelebu,2021,both,45-49,bumi_malay,1200
Negeri Sembilan,Jelebu,2021,both,45-49,bumi_other,200
Negeri Sembilan,Jelebu,2021,both,45-49,chinese,500
Negeri Sembilan,Jelebu,2021,both,45-49,indian,100
Negeri Sembilan,Jelebu,2021,both,45-49,other_citizen,0
Negeri Sembilan,Jelebu,2021,both,45-49,other_noncitizen,200
Negeri Sembilan,Jelebu,2021,both,50-54,overall,2200
Negeri Sembilan,Jelebu,2021,both,50-54,bumi_malay,1300
Negeri Sembilan,Jelebu,2021,both,50-54,bumi_other,200
Negeri Sembilan,Jelebu,2021,both,50-54,chinese,600
Negeri Sembilan,Jelebu,2021,both,50-54,indian,100
Negeri Sembilan,Jelebu,2021,both,50-54,other_citizen,0
Negeri Sembilan,Jelebu,2021,both,50-54,other_noncitizen,100
Negeri Sembilan,Jelebu,2021,both,55-59,overall,2600
Negeri Sembilan,Jelebu,2021,both,55-59,bumi_malay,1600
Negeri Sembilan,Jelebu,2021,both,55-59,bumi_other,100
Negeri Sembilan,Jelebu,2021,both,55-59,chinese,800
Negeri Sembilan,Jelebu,2021,both,55-59,indian,100
Negeri Sembilan,Jelebu,2021,both,55-59,other_citizen,0
Negeri Sembilan,Jelebu,2021,both,55-59,other_noncitizen,0
Negeri Sembilan,Jelebu,2021,both,60-64,overall,2400
Negeri Sembilan,Jelebu,2021,both,60-64,bumi_malay,1500
Negeri Sembilan,Jelebu,2021,both,60-64,bumi_other,100
Negeri Sembilan,Jelebu,2021,both,60-64,chinese,700
Negeri Sembilan,Jelebu,2021,both,60-64,indian,100
Negeri Sembilan,Jelebu,2021,both,60-64,other_citizen,0
Negeri Sembilan,Jelebu,2021,both,60-64,other_noncitizen,0
Negeri Sembilan,Jelebu,2021,both,65-69,overall,1700
Negeri Sembilan,Jelebu,2021,both,65-69,bumi_malay,1100
Negeri Sembilan,Jelebu,2021,both,65-69,bumi_other,0
Negeri Sembilan,Jelebu,2021,both,65-69,chinese,500
Negeri Sembilan,Jelebu,2021,both,65-69,indian,0
Negeri Sembilan,Jelebu,2021,both,65-69,other_citizen,0
Negeri Sembilan,Jelebu,2021,both,65-69,other_noncitizen,0
Negeri Sembilan,Jelebu,2021,both,70-74,overall,1400
Negeri Sembilan,Jelebu,2021,both,70-74,bumi_malay,800
Negeri Sembilan,Jelebu,2021,both,70-74,bumi_other,0
Negeri Sembilan,Jelebu,2021,both,70-74,chinese,500
Negeri Sembilan,Jelebu,2021,both,70-74,indian,0
Negeri Sembilan,Jelebu,2021,both,70-74,other_citizen,0
Negeri Sembilan,Jelebu,2021,both,70-74,other_noncitizen,0
Negeri Sembilan,Jelebu,2021,both,75-79,overall,600
Negeri Sembilan,Jelebu,2021,both,75-79,bumi_malay,300
Negeri Sembilan,Jelebu,2021,both,75-79,bumi_other,0
Negeri Sembilan,Jelebu,2021,both,75-79,chinese,200
Negeri Sembilan,Jelebu,2021,both,75-79,indian,0
Negeri Sembilan,Jelebu,2021,both,75-79,other_citizen,0
Negeri Sembilan,Jelebu,2021,both,75-79,other_noncitizen,0
Negeri Sembilan,Jelebu,2021,both,80-84,overall,400
Negeri Sembilan,Jelebu,2021,both,80-84,bumi_malay,200
Negeri Sembilan,Jelebu,2021,both,80-84,bumi_other,0
Negeri Sembilan,Jelebu,2021,both,80-84,chinese,200
Negeri Sembilan,Jelebu,2021,both,80-84,indian,0
Negeri Sembilan,Jelebu,2021,both,80-84,other_citizen,0
Negeri Sembilan,Jelebu,2021,both,80-84,other_noncitizen,0
Negeri Sembilan,Jelebu,2021,both,85+,overall,200
Negeri Sembilan,Jelebu,2021,both,85+,bumi_malay,100
Negeri Sembilan,Jelebu,2021,both,85+,bumi_other,0
Negeri Sembilan,Jelebu,2021,both,85+,chinese,100
Negeri Sembilan,Jelebu,2021,both,85+,indian,0
Negeri Sembilan,Jelebu,2021,both,85+,other_citizen,0
Negeri Sembilan,Jelebu,2021,both,85+,other_noncitizen,0
Negeri Sembilan,Jelebu,2021,female,overall,overall,21100
Negeri Sembilan,Jelebu,2021,female,overall,bumi_malay,13100
Negeri Sembilan,Jelebu,2021,female,overall,bumi_other,1700
Negeri Sembilan,Jelebu,2021,female,overall,chinese,5000
Negeri Sembilan,Jelebu,2021,female,overall,indian,800
Negeri Sembilan,Jelebu,2021,female,overall,other_citizen,100
Negeri Sembilan,Jelebu,2021,female,overall,other_noncitizen,400
Negeri Sembilan,Jelebu,2021,female,0-4,overall,1900
Negeri Sembilan,Jelebu,2021,female,0-4,bumi_malay,1200
Negeri Sembilan,Jelebu,2021,female,0-4,bumi_other,200
Negeri Sembilan,Jelebu,2021,female,0-4,chinese,400
Negeri Sembilan,Jelebu,2021,female,0-4,indian,100
Negeri Sembilan,Jelebu,2021,female,0-4,other_citizen,0
Negeri Sembilan,Jelebu,2021,female,0-4,other_noncitizen,0
Negeri Sembilan,Jelebu,2021,female,5-9,overall,2600
Negeri Sembilan,Jelebu,2021,female,5-9,bumi_malay,1500
